scenario,seed,hours,onset_hours,duration_hours,noise_scale,cadence_minutes,source,detected_before_failure,ouranos_warning_hours,anomaly_detection_hours,conventional_alert_hours,failure_hours,degradation_start_hours,reference_detectable_hours,lead_time_hours,false_alert_events,healthy_exposure_hours,warning_subsystem,subsystem_correct,tp,fp,tn,fn,precision,recall,true_positive_rate,false_positive_rate
solar,1092,240,36.485235068779595,125.09429081138416,0.9687737551019588,5,SIMULATED DATA,True,66.41666666666667,42.166666666666664,131.58333333333334,161.58333333333334,36.5,88.58333333333333,65.16666666666667,0,30.5,POWER,True,1122,0,366,379,1.0,0.7475016655562958,0.7475016655562958,0.0
reaction_wheel,1093,240,53.934396133941014,135.08962274690094,1.1450389532785687,5,SIMULATED DATA,True,67.58333333333333,59.25,162.66666666666666,189.08333333333334,54.0,64.75,95.08333333333333,0,48.0,ADCS,True,1458,0,576,163,1.0,0.8994447871684146,0.8994447871684146,0.0
battery,1094,240,53.54984117138971,114.15909979404425,0.8771246664847696,5,SIMULATED DATA,True,62.083333333333336,58.083333333333336,150.0,167.75,53.583333333333336,61.833333333333336,87.91666666666667,0,47.583333333333336,BATTERY,True,1268,0,571,102,1.0,0.9255474452554745,0.9255474452554745,0.0
solar,1095,240,47.04514868945812,119.43725712791809,0.9414742459368969,5,SIMULATED DATA,True,72.41666666666667,52.833333333333336,136.91666666666666,166.5,47.083333333333336,97.5,64.5,0,41.083333333333336,POWER,True,1073,0,493,360,1.0,0.7487787857641311,0.7487787857641311,0.0
reaction_wheel,1096,240,59.09479571068951,158.12989066759232,0.9092594709677078,5,SIMULATED DATA,True,73.66666666666667,71.58333333333333,184.5,217.25,59.166666666666664,69.75,110.83333333333333,0,53.166666666666664,ADCS,True,1697,0,638,200,1.0,0.8945703742751713,0.8945703742751713,0.0
battery,1097,240,47.071115691658655,133.70358112204164,0.9101630404573726,5,SIMULATED DATA,True,57.166666666666664,51.75,160.41666666666666,180.83333333333334,47.083333333333336,57.416666666666664,103.25,0,41.083333333333336,BATTERY,True,1484,0,493,121,1.0,0.9246105919003115,0.9246105919003115,0.0
solar,1098,240,48.440732189485445,124.34977424866658,1.2113497774512458,5,SIMULATED DATA,True,75.41666666666667,50.75,141.75,172.83333333333334,48.5,108.58333333333333,66.33333333333333,0,42.5,POWER,True,1144,0,510,348,1.0,0.7667560321715817,0.7667560321715817,0.0
reaction_wheel,1099,240,37.39053379306781,135.57027817184309,1.054769422934539,5,SIMULATED DATA,True,51.75,42.083333333333336,150.5,173.0,37.416666666666664,47.666666666666664,98.75,0,31.416666666666668,ADCS,True,1455,0,377,172,1.0,0.8942839582052858,0.8942839582052858,0.0
normal,1100,240,,114.50472000194756,1.127983286186711,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1101,240,,104.61271009929013,1.1667311439893489,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1102,240,,103.4186638302464,1.1688835004085802,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1103,240,,148.37990174266375,1.061956071505357,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1104,240,,100.81536080578815,1.0948563961726194,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1105,240,,134.39183174645905,1.0149405189835068,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1106,240,,158.7536947452221,0.8813739893606054,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1107,240,,132.99588241178785,0.8759332924108566,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1108,240,,139.49876464906163,0.88722895218714,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1109,240,,114.33381472105823,0.8134607656548648,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1110,240,,136.28241760254465,1.033919798445975,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1111,240,,142.6906114105665,1.0168032198007242,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1112,240,,135.00312280203437,1.1887348510363158,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1113,240,,103.18356077262143,1.2042422189160649,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1114,240,,151.64803441349983,1.0255803621245978,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1115,240,,142.3277927740831,0.9537614583501289,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1116,240,,138.40137121576734,1.0409539174292524,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1117,240,,147.62981697276751,0.8969755529370594,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1118,240,,155.92154969097797,0.8041861835831711,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1119,240,,149.14226274772798,1.2089101097490136,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1120,240,,138.89965444260247,1.0554724883211248,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1121,240,,143.89559679594456,1.2376414652598957,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1122,240,,130.19029411997215,1.1284648124304688,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1123,240,,119.61947706404368,0.8660177028108806,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1124,240,,128.54430923807178,0.815651306554022,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1125,240,,115.831932263832,1.070601664430286,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1126,240,,149.11094486908087,1.06652194725468,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1127,240,,136.7851705714341,0.834207648778993,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1128,240,,127.41192572328784,0.8661816229357343,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1129,240,,147.81047613372476,1.032954778345344,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1130,240,,125.92355821102727,1.077830769445271,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1131,240,,101.2964553969401,1.043491535517176,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1132,240,,104.83940725402978,0.966096608132063,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1133,240,,164.92940557487032,1.1683024995162297,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1134,240,,122.42326934910574,0.8315077733169641,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1135,240,,135.61482700601383,1.0012725297037328,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1136,240,,110.35953590158726,1.170803112717899,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1137,240,,152.66981630066618,1.0769378463652923,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1138,240,,137.71103042805842,1.2000812670798089,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1139,240,,112.63595784325013,1.2315615975771659,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1140,240,,118.03771612234897,0.8545733264294413,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1141,240,,131.600769725974,1.1852410457908298,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1142,240,,112.51874579217184,0.9264516045602905,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1143,240,,121.28563617683969,0.8286741226122312,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1144,240,,123.2629893947651,1.1804498360845042,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1145,240,,111.20632856309194,1.085745297533253,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1146,240,,161.8222695315558,0.9137918527649557,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1147,240,,145.76380924888258,1.0825799638322477,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1148,240,,133.36011637069953,0.8975775777013086,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1149,240,,153.03310701360618,1.1707957293944542,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1150,240,,139.17967078693275,1.2334066544754572,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1151,240,,109.32979934117938,1.0701806235231788,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1152,240,,113.30995067647449,0.89960026655535,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1153,240,,149.74340447803755,1.1915401731437751,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1154,240,,101.76705016342872,0.9459147196612478,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1155,240,,152.15263159012332,0.9834737556556483,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1156,240,,102.87942621092347,1.1351264281816913,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1157,240,,154.92448022069732,1.0968595434873274,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1158,240,,133.9668368992058,1.0801922516587121,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1159,240,,143.87488275047303,1.0792168534456192,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1160,240,,132.6096037218007,1.1695636251488013,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1161,240,,144.5867363866451,1.170926408047373,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1162,240,,100.85108492602288,0.9343166132656527,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1163,240,,158.2815583623856,1.1193573899757672,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1164,240,,140.25726716116802,1.190473538666133,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1165,240,,132.68425569140402,1.2170169448972474,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1166,240,,142.24775265978133,1.0190769433497038,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1167,240,,120.59072402612085,0.9979727617283948,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1168,240,,134.3276903152908,1.1645120430592497,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1169,240,,164.22945200449965,1.2187477773411126,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1170,240,,133.02167924809,0.9971648183875039,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1171,240,,139.3148227004628,1.1099727182889967,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1172,240,,123.05854319285777,0.9632629640732864,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1173,240,,132.25755448471148,1.0006332085936571,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1174,240,,138.2475179578067,1.0998004980973333,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1175,240,,119.81110530337483,1.0118635128982567,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1176,240,,106.42896752961585,0.9295401566804483,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1177,240,,136.46408775368437,0.9024460120684379,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1178,240,,116.096774197039,1.2198540775497484,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1179,240,,131.3662029811714,0.8602741599385637,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1180,240,,153.37278983268484,0.9688264952668992,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1181,240,,150.58283342713003,0.8561685557772798,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1182,240,,122.71582594973275,1.0947354939376306,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1183,240,,105.20610380937065,1.0481759266179556,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1184,240,,154.74918976807714,0.9497149804775882,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1185,240,,107.28634209052296,1.0493721119454613,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1186,240,,118.65611761381928,1.216266352521776,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1187,240,,119.89446213468322,0.9416509507390449,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1188,240,,142.86567670342558,0.8554382172257234,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1189,240,,111.08523046256786,0.8444597326383777,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1190,240,,151.13232568652748,1.1171917376696094,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1191,240,,143.05119937826257,0.8681935299548438,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1192,240,,158.4686990024748,1.114265594518112,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1193,240,,130.10056778418942,0.9773048981347616,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1194,240,,121.82948282586179,1.2329737718113187,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1195,240,,124.01650600287479,1.1056989553893772,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1196,240,,102.32390262489194,0.9273574964103878,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1197,240,,101.33341029114743,0.8997947483854877,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1198,240,,142.1557254261728,0.8483478762804835,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
normal,1199,240,,126.24895973374035,1.0489634140195034,5,SIMULATED DATA,False,,,,,,,,0,234.0,,,0,0,2808,0,,,,0.0
